연도,보고서,지적사항,처분,출처,제목내키워드
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,위반건축물 사후관리 부적정,시정,시정,
2017,20170411_공적자금 지원 금융기관 관리 실태.hwp,대출심사 등을 위한 신용평가업무 부당 처리,문책,문책,
2017,20170411_공적자금 지원 금융기관 관리 실태.hwp,수협은행 설립목적에 부합하는 금융 제공 미흡,통보,통보,
2017,20170411_공적자금 지원 금융기관 관리 실태.hwp,영어자금 운용 부적정,통보,통보,
2017,20170411_공적자금 지원 금융기관 관리 실태.hwp,공탁보증보험 보험료 산정 부적정,시정,시정,
2017,20170411_공적자금 지원 금융기관 관리 실태.hwp,대리점 지급 수수료율 불합리,통보,통보,
2017,20170329_서울대학교병원 전자의무기록 무단 열람 및 유출 실태.pdf,전자의무기록무단열람사전방지대책미흡,통보,통보,
2017,20170307_교육정보시스템 구축·운영 실태.hwp,지방교육 행·재정통합시스템 회계사고 방지 기능 개선 미흡,통보,통보,
2017,20170307_교육정보시스템 구축·운영 실태.hwp,학생부종합전형의 공정성확보시스템 운영 부적정,통보,통보,시스템운영
2017,20170307_교육정보시스템 구축·운영 실태.hwp,스쿨넷서비스 적정 회선용량 산정기준 미비,통보,통보,
2017,20170307_교육정보시스템 구축·운영 실태.hwp,스쿨넷서비스 품질관리시스템 검수 부적정,주의,주의,
2017,20170307_교육정보시스템 구축·운영 실태.hwp,교육행정정보시스템의 수당 검증기능 미흡과 승급계산 불합리,통보,통보,정보시스템
2017,20170307_교육정보시스템 구축·운영 실태.hwp,유아학비지원시스템 유아학비 소급지원 방지기능 미흡,통보,통보,
2017,20170307_교육정보시스템 구축·운영 실태.hwp,유아학비지원시스템 유지관리 용역비 산정 부적정,주의,주의,시스템유지관리
2017,20170222_국가공간정보 데이터 구축 및 활용 실태.hwp,국가기본도 수정을 위한 자료수집 방법 미흡,통보,통보,
2017,20170222_국가공간정보 데이터 구축 및 활용 실태.hwp,공간정보사업 검사지원도구 개발 및 지원 방안 미비,통보,통보,
2017,20170222_국가공간정보 데이터 구축 및 활용 실태.hwp,연안재해취약성 평가시스템 구축 부적정,통보,통보,
2017,20170118_국세정보시스템 활용 및 보안 실태.hwp,해외부동산 거래 자료의 차세대 국세행정시스템 통합 관리 부적정,통보,통보,
2017,20170118_국세정보시스템 활용 및 보안 실태.hwp,차세대 국세행정시스템 자료에 나와 있는 증권거래세 징수 누락,시정,시정,
2017,20170118_국세정보시스템 활용 및 보안 실태.hwp,차세대 국세행정시스템 하드웨어 용량 관리 부적정,통보,통보,
2017,20170118_국세정보시스템 활용 및 보안 실태.hwp,가격신고서의 신고가격과 수입신고서의 총과세가격 검증체계 미비,통보,통보,
2017,20170118_국세정보시스템 활용 및 보안 실태.hwp,국가관세종합정보망의 부가가치세 오류검증기능 미비,통보,통보,
2017,20170118_국세정보시스템 활용 및 보안 실태.hwp,국가관세종합정보망의 농어촌특별세 오류검증기능 미비,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,운전자금 대출한도 관리에 대한 감독 부적정,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,온렌딩 대출금에 대한 신용보증기금 등 출연금 부과 불합리,권고,권고,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,시설자금대출 해지조건부 신용보증 해지금액 산정 불합리,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,부실처리 유보제도 운영 부적정,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,수입보험 사후관리 및 사고조사 부적정,주의,주의,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,신용익스포저 한도 산정 및 운용 불합리,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,기업 자회사에 대한 여신심사 불합리,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,창업기업신용평가시스템 적용기준 개선 필요,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,수출신용보증(선적 전) 기업의 관계기업 리스크 관리 부적정,통보,통보,
2016,20161221_기업금융시스템 운영 및 감독실태.hwp,수출신용보증(선적 전) 심사 시 우발채무 위험 반영 부적정,통보,통보,
2016,20161208_공직비리 기동점검Ⅱ.hwp,지방공무원 근무성적평정 부당 개입 등,고발,고발,
2016,20161208_공직비리 기동점검Ⅱ.hwp,지방공무원 근무성적평정 업무 등 처리 부적정,주의,주의,
2016,20161208_공직비리 기동점검Ⅱ.hwp,헬기 결함 수리 및 정기검사용역 계약 업무 부당 처리,징계,징계,
2016,20161102_자격·인증 관리실태 점검.zip,“정보시스템 운영 및 유지관리 용역” 낙찰자 선정업무 부당 처리,문책,문책,"정보시스템,시스템운영"
2016,20161102_자격·인증 관리실태 점검.zip,허위실적 신고업체 발주기관 통보 부적정,통보,통보,
2016,20161102_자격·인증 관리실태 점검.zip,다수공급자계약의 계약단가 결정 등 부적정,통보,통보,
2016,20161102_자격·인증 관리실태 점검.zip,직접생산확인증명서 부당 발급,통보,통보,
2016,20161102_자격·인증 관리실태 점검.zip,아동학대행위 보육교직원 행정처분 업무 처리 부적정,통보,통보,
2016,20161102_자격·인증 관리실태 점검.zip,항공조종사 항공신체검사 및 운항 관리 부적정,주의2,주의2,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,IT네트워크장비 규모산정 지침 미비,통보,통보,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,통합여객흐름 관리시스템 고도화사업 제안서 평가업무 부당 처리,문책,문책,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,전기자동차 충전인프라 정보시스템 구축사업 제안서 평가업무 부당 처리,문책,문책,정보시스템
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,소프트웨어사업의 제안서 보상 대상자 선정기준 미비,통보,통보,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,관세행정 데이터 정제사업 연도별 계획수립 및 변경 부적정,주의,주의,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,정보화사업의 제안서 기술능력 평가체계 부적정,통보,통보,정보화사업
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,지하시설물 관리시스템 하드웨어 규모산정 부적정,주의,주의,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,국가기본공간정보 데이터모델 연구 및 DB구축 시범사업 추진 부적정,주의,주의,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,공간정보사업 참여기술자의 타 사업 중복 참여에 대한 관리 부적정,통보,통보,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,차세대 일모아시스템 구축사업 대가산정 부적정,주의,주의,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,산림재해 통합관리 정보시스템 구축사업 대가산정 부적정,주의,주의,정보시스템
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,제안서 평가위원회 구성 및 운영 관련 세부규정 미비,통보,통보,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,연안재해 취약성 평가시스템 구축사업 대가산정 부적정,주의,주의,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,대기업 소프트웨어사업자 참여제한 운영 부적정,주의,주의,
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,2014년 정보화사업 하도급 관리 부적정,주의,주의,정보화사업
2016,20160818_주요 정보화사업 계약업무 추진실태.hwp,저탄소차협력금 운영시스템 하드웨어 규모산정 부적정,주의,주의,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,서훈자 사후 관리 부적정,시정,시정,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,점검 부적정 및 개선대책 미비,통보,통보,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,지자체 결원보충 승인 및 교육인원 배정 불합리,통보,통보,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,전직시험 이의신청 관련 규정 미비,통보,통보,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,민간경력자 채용 시 관리자 경력요건 및 석사학위 소지자 경력평정기준 불합리,통보,통보,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,“생활공감지도시스템” 사후 정비 부적정,통보,통보,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,지방물가 안정관리사업 예산집행 부적정,주의,주의,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,행정정보공동이용시스템 유지보수계약 하도급 승인 부적정,주의,주의,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,소송비용 회수업무 처리 부적정,주의,주의,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,과태료 회수업무 처리 부적정,주의,주의,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,지역정보화사업 사전협의제도 운영 부적정,통보,통보,정보화사업
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,중앙공무원교육원 연구개발센터 및 교수요원 운영 부적정,주의,주의,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,4급 승진임용업무 처리 부적정,주의,주의,
2016,20160229_행정자치부·인사혁신처 기관운영감사.hwp,소속직원 영리업무 금지 및 겸직허가 부적정,주의,주의,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 사전연구 및 지침제정 업무 부적정,주의,주의,
2016,20160114_메르스 예방 및 대응실태.hwp,의심환자 신고 후 진단검사 지연 등 방역업무 부적정,징계,징계,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 환자 국내 유입에 따른 초동역학조사 부적정,징계,징계,
2016,20160114_메르스 예방 및 대응실태.hwp,지자체 간 협조체계 부적정,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,10번 환자 등 역학조사 시 밀접접촉자 파악 부적정,주의,주의,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 추가 감염자 발생여부 확인 소홀,주의,주의,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 검사 안내 업무 처리 부적정,주의,주의,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 확진환자 공개업무 처리 부적정,징계,징계,
2016,20160114_메르스 예방 및 대응실태.hwp,1번 환자 삼성서울병원 역학조사 업무 부적정,징계,징계,
2016,20160114_메르스 예방 및 대응실태.hwp,14번 환자 접촉자 파악 및 관리업무 부적정,징계,징계,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 환자 이송 및 감염병 관리시설 지원 부적정,주의,주의,
2016,20160114_메르스 예방 및 대응실태.hwp,감염원 결정 등 역학조사업무 부적정,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,의 위기경보 단계 판단 기준 불합리,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 대응지침 중 대응방법 등 부적정,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,감염병의 예방 및 관리에 관한 기본계획 이행 관리 부적정,주의,주의,
2016,20160114_메르스 예방 및 대응실태.hwp,감염병 재난대비훈련 실시 및 평가 부적정,통보2,통보2,
2016,20160114_메르스 예방 및 대응실태.hwp,의료기관 병실 등에 대한 환기시설 기준 미비,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,의료기관 인증제도 운영 부적정,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,메르스 실험실 진단체계 운영 부적정,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,국립인천공항검역소 지역거점 검사센터 운영 부적정,통보,통보,
2016,20160114_메르스 예방 및 대응실태.hwp,3 병원의 접촉자 명단 제출 지연행위 관리·감독 부적정,통보,통보,
